11.110778, 106.692829
11.109478, 106.692579
11.108499, 106.692637
11.108169, 106.692397
11.107302, 106.692339
11.106728, 106.692695
11.106760, 106.692807
11.106397, 106.692872
11.106283, 106.693336
11.105474, 106.693579
11.105313, 106.693387
11.105037, 106.693355
11.104877, 106.693125
11.104711, 106.693036
11.104279, 106.693486
11.103765, 106.693514
11.103627, 106.693402
11.103181, 106.693453
11.102901, 106.693416
11.102535, 106.693052
11.102263, 106.692993
11.101677, 106.693608
11.101505, 106.693699
11.101409, 106.693797
11.101389, 106.694166
11.101554, 106.694519
11.100973, 106.695190
11.100625, 106.695420
11.100462, 106.695739
11.099811, 106.696019
11.099038, 106.696641
11.098502, 106.697042
11.097915, 106.697363
11.097632, 106.697631
11.097493, 106.697824
11.097399, 106.697946
11.097286, 106.698150
11.097296, 106.698292
11.097366, 106.698387
11.097436, 106.698421
11.097446, 106.698550
11.097336, 106.698618
11.096674, 106.698614
11.096261, 106.698747
11.095938, 106.698984
11.095825, 106.699069
11.095392, 106.699367
11.095116, 106.699296
11.094510, 106.699299
11.093692, 106.698270
11.093661, 106.698254
11.093607, 106.698175
11.093528, 106.698121
11.093496, 106.698044
11.093433, 106.697974
11.093350, 106.697992
11.093298, 106.697903
11.093201, 106.697851
11.092878, 106.697554
11.092804, 106.697387
11.092767, 106.697161
11.092779, 106.697072
11.092756, 106.696970
11.092598, 106.696714
11.092475, 106.696563
11.092166, 106.696363
11.092113, 106.696239
11.091748, 106.695856
11.091711, 106.695837
11.091695, 106.695862
11.091541, 106.695849
11.091528, 106.695845
11.091463, 106.695815
11.091388, 106.695756
11.091368, 106.695691
11.091286, 106.695661
11.091203, 106.695504
11.091155, 106.695471
11.091097, 106.695284
11.091069, 106.695069
11.090972, 106.694868
11.090809, 106.694681
11.090636, 106.694569
11.090612, 106.694289
11.090260, 106.693510
11.090058, 106.693240
11.089611, 106.692863
11.089563, 106.692363
11.088603, 106.690894
11.088097, 106.690595
11.087920, 106.689865
11.085947, 106.687552
11.063019, 106.692592
11.059465, 106.695811
11.061785, 106.705165
11.060465, 106.708956
11.060029, 106.709374
11.059191, 106.709696
11.058960, 106.710280
11.059388, 106.711430
11.059612, 106.713275
11.055782, 106.716467
11.055737, 106.716484
11.053729, 106.717108
11.046144, 106.718657
11.045114, 106.718614
11.044795, 106.718715
11.044043, 106.718700
11.044037, 106.714105
11.042833, 106.713246
11.041529, 106.713430
11.040730, 106.713167
11.040134, 106.713075
11.039526, 106.713199
11.038590, 106.713878
11.037558, 106.713761
11.036866, 106.714042
11.036218, 106.711825
11.035539, 106.711701
11.035436, 106.711453
11.034507, 106.711603
11.033654, 106.710297
11.032667, 106.710134
11.032148, 106.710310
11.031299, 106.706423
11.030259, 106.704553
11.028876, 106.704885
11.027004, 106.706106
11.025780, 106.705930
11.024049, 106.706004
11.022554, 106.706311
11.021571, 106.706263
11.018865, 106.707125
11.018723, 106.707733
11.017915, 106.708096
11.016901, 106.708066
11.016794, 106.707628
11.016395, 106.707344
11.015888, 106.707085
11.015570, 106.707063
11.015209, 106.706731
11.014608, 106.706407
11.014247, 106.708092
11.012731, 106.707899
11.011412, 106.707842
11.009212, 106.707024
11.008267, 106.706499
11.006583, 106.706705
11.006244, 106.707523
11.006008, 106.707606
11.005226, 106.707396
11.004680, 106.708118
11.004406, 106.708394
11.004144, 106.709046
11.003783, 106.709370
11.003512, 106.709190
11.003383, 106.708866
11.003224, 106.707842
11.003503, 106.706503
11.003271, 106.706197
11.003190, 106.705930
11.003920, 106.705046
11.004178, 106.704411
11.004396, 106.703610
11.004280, 106.702573
11.004039, 106.701886
11.003983, 106.701055
11.001241, 106.704109
11.000425, 106.704511
10.997726, 106.706767
10.996699, 106.707068
10.996741, 106.707179
10.996667, 106.707171
